web-scraper-order,web-scraper-start-url,Headlines,pages,pages-href,Year,Year-href
"1706897233-134","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","11.48 am | 20 Nov 2007","","","2007","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2007"
"1706897233-135","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Private & foreign banks shying from personal loans?","","","2007","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2007"
"1706897233-136","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","7.35 pm | 13 Nov 2007 |   Source: Moneycontrol.com","","","2007","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2007"
"1706897233-137","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Synergy Log-in implements SWIFT Beats Network Deadline","","","2007","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2007"
"1706897233-138","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","2.47 pm | 12 Nov 2007","","","2007","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2007"
"1706897233-139","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Synergy Log-in implements new SWIFT standard at banks","","","2007","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2007"
"1706897233-140","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","3.54 pm | 08 Nov 2007","","","2007","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2007"
"1706897233-141","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Buy ICICI Bank, HDFC Bank on dip: Gujral","","","2007","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2007"
"1706897233-142","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","3.12 pm | 05 Nov 2007 |   Source: Moneycontrol.com","","","2007","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2007"
"1706897233-143","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","SBI may raise Rs 18,000 cr via rights issue","","","2007","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2007"
"1706897233-144","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","3.10 pm | 05 Nov 2007 |   Source: Moneycontrol.com","","","2007","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2007"
"1706897233-145","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Irani positive on bank space","","","2007","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2007"
"1706897233-146","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","3.00 pm | 05 Nov 2007 |   Source: Moneycontrol.com","","","2007","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2007"
"1706897233-147","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","HDFC Bk int rates to be stable for now: Aditya Puri","","","2007","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2007"
"1706897233-148","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","2.07 pm | 05 Nov 2007 |   Source: Newswire 18","","","2007","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2007"
"1706897233-149","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Wipro & Cisco announce strategic alliance","","","2007","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2007"
"1706897233-150","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","7.16 pm | 31 Oct 2007","","","2007","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2007"
"1706897233-151","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","HDFC reports PBT amounting to Rs 1400.70cr, increase of 65%","","","2007","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2007"
"1706897233-152","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","5.27 pm | 30 Oct 2007","","","2007","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2007"
"1706897233-153","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","MTNL can touch Rs 230: Gujral","","","2007","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2007"
"1706897233-154","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","11.36 am | 30 Oct 2007 |   Source: Moneycontrol.com","","","2007","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2007"
"1706897233-155","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","SBI has target of Rs 2400, says Gujral","","","2007","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2007"
"1706897233-156","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","11.11 am | 30 Oct 2007 |   Source: Moneycontrol.com","","","2007","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2007"
"1706897233-157","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","NIIT net revenue at Rs 270.2cr; grow 33% YoY","","","2007","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2007"
"1706897233-158","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","7.13 pm | 25 Oct 2007","","","2007","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2007"
"1706897233-159","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Purchase banking stocks on every dip","","","2007","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2007"
"1706897233-160","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","4.58 pm | 24 Oct 2007 |   Source: MC","","","2007","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2007"
"1706897235-161","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Buy HDFC Bank, target of Rs 1482: Sharekhan","","","2008","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2008"
"1706897235-162","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","1.47 pm | 29 Dec 2008 |   Source: Moneycontrol.com","","","2008","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2008"
"1706897235-163","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Want a personal loan? Go to an ATM","","","2008","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2008"
"1706897235-164","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","8.57 am | 26 Dec 2008 |   Source: Business Line","","","2008","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2008"
"1706897235-165","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","HDFC Bank cuts prime lending rate","","","2008","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2008"
"1706897235-166","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","7.04 pm | 08 Dec 2008","","","2008","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2008"
"1706897235-167","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","HDFC Bank wins 'NASSCOM IT User Award'","","","2008","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2008"
"1706897235-168","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","4.39 pm | 05 Dec 2008","","","2008","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2008"
"1706897235-169","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Do not buy HDFC Bank: Sukhani","","","2008","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2008"
"1706897235-170","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","11.11 am | 02 Dec 2008 |   Source: CNBC-TV18","","","2008","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2008"
"1706897235-171","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","HDFC, HDFC Bank, SBI will lead the collapse: N Pillai","","","2008","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2008"
"1706897235-172","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","11.20 am | 26 Nov 2008 |   Source: CNBC-TV18","","","2008","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2008"
"1706897235-173","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","HDFC Bank unveils faster ATM facility","","","2008","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2008"
"1706897235-174","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","8.33 am | 26 Nov 2008 |   Source: Business Line","","","2008","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2008"
"1706897235-175","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Buy HDFC Bank, target of Rs 1361: Angel","","","2008","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2008"
"1706897235-176","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","4.55 pm | 25 Nov 2008 |   Source: Moneycontrol.com","","","2008","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2008"
"1706897235-177","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","HDFC Bank ATMs become faster","","","2008","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2008"
"1706897235-178","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","4.15 pm | 25 Nov 2008","","","2008","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2008"
"1706897235-179","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Venture Infotek appoints Utul Kapadia","","","2008","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2008"
"1706897235-180","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","3.35 pm | 25 Nov 2008","","","2008","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2008"
"1706897235-181","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Hyundai�s offer for Public Sector Undertaking employees","","","2008","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2008"
"1706897235-182","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","12.21 pm | 25 Nov 2008","","","2008","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2008"
"1706897235-183","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","HDFC Bank, Axis Bank looks strong: Srivastava","","","2008","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2008"
"1706897235-184","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","10.27 am | 24 Nov 2008 |   Source: CNBC-TV18","","","2008","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2008"
"1706897235-185","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","HDFC Bank has resistance at Rs 1000-1100: S Agarwal","","","2008","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2008"
"1706897235-186","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","11.36 am | 21 Nov 2008 |   Source: CNBC-TV18","","","2008","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2008"
"1706897235-187","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Hold HDFC Bank: R Shah","","","2008","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2008"
"1706897235-188","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","11.32 am | 21 Nov 2008 |   Source: CNBC-TV18","","","2008","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2008"
"1706897235-189","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","HDFC Bk files case against PNB on charges of fraud","","","2008","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2008"
"1706897235-190","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","8.45 am | 12 Nov 2008 |   Source: CNBC-TV18","","","2008","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2008"
"1706897235-191","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","HDFC Bank has support at Rs 900: Guppy","","","2008","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2008"
"1706897235-192","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","11.54 am | 06 Nov 2008 |   Source: CNBC-TV18","","","2008","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2008"
"1706897235-193","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Private sector, foreign banks to consider rate cut","","","2008","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2008"
"1706897235-194","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","8.43 am | 06 Nov 2008 |   Source: Business Line","","","2008","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2008"
"1706897235-195","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","HDFC Bank opens 1st overseas branch in Bahrain","","","2008","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2008"
"1706897235-196","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","5.19 pm | 05 Nov 2008","","","2008","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2008"
"1706897235-197","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Prefer HDFC Bank, Axis Bank: Mohoni","","","2008","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2008"
"1706897235-198","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","1.37 pm | 04 Nov 2008 |   Source: CNBC-TV18","","","2008","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2008"
"1706897235-199","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Banks, NBFCs go slow on CV finance: Sources","","","2008","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2008"
"1706897235-200","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","10.13 am | 04 Nov 2008 |   Source: CNBC-TV18","","","2008","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2008"
"1706897237-201","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","HDFC gets 2-yr extension to cut capital mkt exposure","","","2009","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2009"
"1706897237-202","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","2.43 pm | 30 Dec 2009 |   Source: CNBC-TV18","","","2009","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2009"
"1706897237-203","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Reliance Ind pays Rs 850 crore Oct-Dec advance tax","","","2009","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2009"
"1706897237-204","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","4.02 pm | 15 Dec 2009 |   Source: Reuters","","","2009","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2009"
"1706897237-205","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","HDFC Bank bucks the trend: Sees rise in unsecured loans","","","2009","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2009"
"1706897237-206","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","4.43 pm | 20 Nov 2009 |   Source: CNBC-TV18","","","2009","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2009"
"1706897237-207","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Hold HDFC Bank, target Rs 1738: Indiabulls Securities","","","2009","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2009"
"1706897237-208","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","4.55 pm | 12 Nov 2009 |   Source: Moneycontrol.com","","","2009","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2009"
"1706897237-209","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","ADD HDFC Bank, target Rs 1820: IIFL","","","2009","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2009"
"1706897237-210","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","1.32 pm | 20 Oct 2009 |   Source: Moneycontrol.com","","","2009","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2009"
"1706897237-211","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Motilal Oswal neutral on HDFC Bank","","","2009","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2009"
"1706897237-212","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","1.08 pm | 20 Oct 2009 |   Source: Moneycontrol.com","","","2009","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2009"
"1706897237-213","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Accumulate HDFC Bank, target of Rs 1770: Angel","","","2009","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2009"
"1706897237-214","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","11.10 am | 20 Oct 2009 |   Source: Moneycontrol.com","","","2009","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2009"
"1706897237-215","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Buy HDFC Bank, target of Rs 1860: Sharekhan","","","2009","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2009"
"1706897237-216","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","4.49 pm | 15 Oct 2009 |   Source: Moneycontrol.com","","","2009","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2009"
"1706897237-217","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","HDFC Bank Q2 net profit surges 30% to Rs 687.5 cr","","","2009","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2009"
"1706897237-218","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","1.29 pm | 14 Oct 2009 |   Source: CNBC-TV18","","","2009","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2009"
"1706897237-219","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","HDFC Bank Q2 net profit seen up 24.74% to Rs 658.6 cr","","","2009","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2009"
"1706897237-220","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","9.31 am | 14 Oct 2009 |   Source: CNBC-TV18","","","2009","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2009"
"1706897237-221","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","HDFC Bank looks overpriced: PN Vijay","","","2009","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2009"
"1706897237-222","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","11.17 am | 12 Oct 2009 |   Source: CNBC-TV18","","","2009","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2009"
"1706897237-223","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Sell HDFC Bank, target of Rs 1100: Karvy","","","2009","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2009"
"1706897237-224","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","9.00 am | 09 Oct 2009 |   Source: Moneycontrol.com","","","2009","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2009"
"1706897237-225","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","HDFC Bank Q2 net profit seen at Rs 683cr: Angel","","","2009","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2009"
"1706897237-226","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","4.27 pm | 07 Oct 2009 |   Source: Moneycontrol.com","","","2009","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2009"
"1706897237-227","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","HDFC Bk Q2 net profit seen at Rs 671cr: KRChoksey","","","2009","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2009"
"1706897237-228","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","12.30 pm | 05 Oct 2009 |   Source: Moneycontrol.com","","","2009","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2009"
"1706897237-229","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","HDFC Bk Chief on Lehman impact, interest rates, M&A","","","2009","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2009"
"1706897237-230","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","5.00 pm | 19 Sep 2009 |   Source: CNBC-TV18","","","2009","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2009"
"1706897237-231","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","HDFC looks at acquiring banks if available at good price","","","2009","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2009"
"1706897237-232","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","10.18 am | 18 Sep 2009 |   Source: CNBC-TV18","","","2009","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2009"
"1706897237-233","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","HDFC Bank can test Rs 1550: Gujral","","","2009","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2009"
"1706897237-234","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","9.43 am | 14 Sep 2009 |   Source: CNBC-TV18","","","2009","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2009"
"1706897237-235","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Keki Mistry on HDFC's mega fund-raising drive","","","2009","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2009"
"1706897237-236","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","3.16 pm | 26 Aug 2009 |   Source: CNBC-TV18","","","2009","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2009"
"1706897237-237","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","HDFC Bank can touch Rs 1520: Gujral","","","2009","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2009"
"1706897237-238","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","9.56 am | 20 Aug 2009 |   Source: CNBC-TV18","","","2009","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2009"
"1706897237-239","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","HDFC Bank an underperformer: Karvy","","","2009","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2009"
"1706897237-240","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","10.33 am | 10 Aug 2009 |   Source: Moneycontrol.com","","","2009","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2009"
"1706897240-241","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Buy Siemens, HDFC Bank: Thacker","","","2010","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2010"
"1706897240-242","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","6.26 pm | 24 Dec 2010 |   Source: CNBC-TV18","","","2010","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2010"
"1706897240-243","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","HDFC Bank, SBI may see 4-5% bounce: Thacker","","","2010","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2010"
"1706897240-244","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","2.29 pm | 23 Dec 2010 |   Source: CNBC-TV18","","","2010","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2010"
"1706897240-245","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Buy HDFC Bank; target of Rs 2466: KRChoksey","","","2010","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2010"
"1706897240-246","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","5.44 pm | 20 Dec 2010 |   Source: Moneycontrol.com","","","2010","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2010"
"1706897240-247","https://www.moneycontrol.com/company-article/hdfcbank/news/HDF01","Buy HDFC Bank; target of Rs 2400: Aditya Birla Money","","","2010","https://www.moneycontrol.com/stocks/company_info/stock_news.php?sc_id=HDF01&durationType=Y&Year=2010"
